Species,Abbreviation,Climatic type,Subfamily,C3/C4,decimalLatitude,decimalLongitude
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,5.551111,-71.219722
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,5.551111,-71.219722
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,5.551111,-71.219722
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,5.551111,-71.219722
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,5.551111,-71.219722
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-24.95170002,152.062
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,32.083332,118.800003
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,31.983334,118.666664
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-27.428333,-56.755833
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-23.236211,-58.391024
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-23.236211,-58.391024
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,18.151419,-77.319014
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,13.736897,-88.866511
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-24.026944,-58.563333
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-23.236211,-58.391024
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-3.233333,-60.73
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,24.846283,110.451522
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,24.534904,109.823864
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,24.655471,115.938699
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,24.399244,109.379926
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,24.399244,109.379926
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,25.255089,110.050532
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,18.626309,109.700342
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,18.626309,109.700342
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,22.391288,106.817838
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,22.845607,110.62108
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,26.890689,102.110335
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,27.897245,102.265266
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,27.897245,102.265266
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,27.402909,102.17533
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,27.402909,102.17533
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,24.35821,102.748636
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-12.983333,134.566667
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-27.5083,153.008
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-12.4583,132.925
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-27.4583,152.925
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-29.4,153.3
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-27.75,152.58
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-28.55000002,153.517
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-18.975,144.492
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-28.53,153.55
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-14.9417,144.208
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-29.67,152.92
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-26.975,152.925
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-16.6417,145.325
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-17.125,145.425
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-18.58,145.08
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-27.42,153.08
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-26.7417,150.642
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-28.3894,153.557
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-12.2,134.47
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-28.2128,153.542
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-29.17,152.98
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-31.07,152.82
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-29.67,152.92
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-28.62,153.62
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-32.17,152.52
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-29.4333,152.633
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-29.67,152.92
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-29,153.27
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-29.77,153.12
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-28.52,153.17
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-28.62,153.62
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-27.05,153.15
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-27.32,153.07
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-27.47,153.02
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-27.47,153.02
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-29.116667,153.433333
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-31.083333,152.833333
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-0.95,34.73333
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-33.85,151.2667
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-23.3667,150.5167
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-23.4333,150.45
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-27.0667,152.45
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-27.4667,153.0167
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-27.25,153.0833
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-27.25,153.0833
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-27.25,153.0833
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-27.25,153.0833
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-23.8,149.7667
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-27.4667,153.0167
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-27.3167,153.0667
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-23.3667,150.4667
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-12.3333,134.95
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-18.75,145.75
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-27.5,152.9667
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-8.473000001,127.117
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-16.63183901,145.317742
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-12.28192,133.017861
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-12.765258,132.651192
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-12.515262,131.684537
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-12.33355,134.96706
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-14.148593,130.034558
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-13.281924,130.43455
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-12.115248,134.917841
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-12.448591,132.917863
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-12.715266,131.751201
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-12.565261,131.284535
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-12.981912,134.56785
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-12.198586,134.467848
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-19.86516401,144.901098
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-18.68182801,145.067758
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-17.7167,145.1167
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-17.30220001,145.5811
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-4.8167,140.8667
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-12.55,131.3
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-4.0333,143.0167
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-30.1,153.1833
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-14.6703,125.7353
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-8.2333,115.1
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-26.7667,152.9833
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-27.5167,152.35
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-20.165,145.0711
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-12.5167,132.8833
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-12.45,132.9167
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-26.9,152.95
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-12.45,132.9167
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-5.6,147.9333
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-26.95,153.1167
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-28.6333,153
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-5.7333,144.3333
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-5.7333,144.3333
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-27.4667,153.0167
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-23.1667,150.6833
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-18.5167,145.0667
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-12.2,134.4667
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-12.9833,134.5667
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-19.5667,147.4
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-17.1167,145.3
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-18.5833,144.5667
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-5.75,144.0333
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,22.01071,100.799775
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,26.56023,100.17643
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,22.01071,100.799775
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,21.957355,100.452547
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,26.56023,100.17643
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,22.529465,103.939279
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,21.957355,100.452547
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,25.722146,101.324329
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,25.722146,101.324329
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,22.01071,100.799775
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,22.01071,100.799775
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,25.012526,102.700013
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,22.529465,103.939279
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,23.125462,104.702829
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,6.13,101.87
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,11.7,-5.67
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,11.5,-4.45
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,6.08,10.35
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,5.92,10.22
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,6.2,10.67
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-15.87,-38.88
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,7.227,2.406
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,6.583,2.5
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,6.683,1.583
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,6.9,2.45
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,25.025833,121.498333
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,22.629167,120.3475
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,23.169444,120.162222
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,25.0075,121.53
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,25.0075,121.53
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,23.839444,120.915278
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,23.839444,120.915278
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,25.014444,121.515833
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,23.416111,120.371944
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,25.010833,121.536389
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,23.4875,120.460278
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,23.787778,120.781944
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,22.636111,120.341667
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,23.257778,120.523889
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,23.488333,120.4575
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,23.031111,120.338333
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,24.963611,121.9125
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,23.416111,120.371944
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,24.941944,121.551944
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,25.078333,121.573611
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,22.5875,120.588889
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,22.084167,120.863889
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,22.5875,120.588889
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,7,2.0166
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-25.956406,32.035683
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-15.953889,36.867777
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,,
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-14.729314,34.438373
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-26.583289,32.7449
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-26.583289,32.7449
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,-33.875,25.625
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,8.13,-0.39
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,9.04,-1.47
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,7.57,-2.42
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,5.36,-0.04
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,5.34,-0.2
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,8.27,-1.34
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,8.26,-0.01
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,5.36,-0.04
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,5.41,-0.17
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,5.07,-1.2
Leersia hexandra,Lhe,tropical,Ehrhartoideae,C3,10.52,-1.59
